synthetic_traffic_datas-2
"North_Flow,South_Flow,East_Flow,West_Flow,Pedestrian_Flow,Weather,Queue_Length_North,Queue_Length_South,Queue_Length_East,Queue_Length_West,Emergency_Priority_North,Emergency_Priority_South,Emergency_Priority_East,Emergency_Priority_West"
"116,0,5,117,1,2,13,14,8,18,0,0,1,0"
"53,118,39,116,29,0,18,13,13,11,1,1,0,1"
"107,121,141,41,18,1,5,0,3,14,1,1,1,0"
"128,9,26,35,30,2,15,14,12,9,1,0,1,0"
"9,143,150,88,19,0,2,3,14,2,1,0,0,1"
"126,15,24,73,31,1,9,4,13,3,0,1,0,0"
"112,29,79,130,43,1,18,7,19,20,0,0,1,0"
"28,113,84,110,34,1,0,10,20,7,1,0,1,1"
"75,86,59,8,7,1,14,4,2,11,0,0,0,1"
"74,139,133,142,21,0,18,18,8,1,1,0,1,0"
"18,65,77,86,28,0,9,11,4,20,0,0,1,1"
"136,65,133,102,30,2,13,5,20,11,0,0,1,1"
"19,18,142,94,19,0,20,7,9,18,1,0,0,0"
"15,25,116,23,43,0,7,16,5,1,0,1,1,1"
"82,68,114,27,12,2,20,3,15,14,1,0,1,0"
"27,14,38,105,33,2,2,11,2,17,1,0,1,0"
"110,7,71,120,45,2,10,11,4,15,1,0,0,0"
"63,83,107,128,24,2,0,11,3,0,0,0,1,0"
"70,25,120,111,39,0,19,0,19,4,0,1,1,1"
"101,11,145,93,9,0,2,19,3,4,0,1,0,1"
"121,56,100,28,13,2,20,20,20,10,1,1,0,1"
"2,108,34,41,19,0,12,9,19,17,0,1,0,1"
"136,51,110,146,31,1,10,15,4,6,0,0,0,1"
"54,45,120,105,6,1,19,17,0,12,1,1,0,0"
"103,21,27,143,13,2,10,14,20,8,1,0,1,0"
"144,136,56,7,48,2,16,13,10,9,0,1,0,1"
"142,141,109,142,32,2,7,6,17,11,1,0,0,1"
"98,148,148,71,37,1,19,19,6,6,0,1,1,1"
"135,92,116,109,49,2,12,13,9,14,0,1,1,0"
"18,50,26,106,8,2,11,9,17,16,1,0,0,0"
"10,9,92,79,41,2,20,16,10,6,1,1,0,0"
"50,1,150,87,24,2,16,1,12,12,1,0,0,1"
"47,10,122,57,34,1,1,0,5,4,1,1,0,1"
"146,17,141,82,12,0,4,16,18,6,0,0,0,0"
"74,16,32,75,9,2,16,15,19,11,0,1,0,0"
"126,113,102,43,34,1,3,3,6,0,0,1,1,0"
"34,41,105,39,31,0,13,10,14,2,1,1,0,0"
"82,91,5,45,36,0,19,4,19,12,1,1,0,0"
"26,9,16,63,15,2,2,12,7,1,1,0,0,1"
"143,52,63,31,5,2,7,18,12,1,1,0,0,0"
"41,14,135,42,26,1,2,6,6,11,0,0,1,0"
"74,71,125,105,45,1,2,5,0,20,1,1,1,1"
"127,87,104,106,42,0,20,6,6,10,1,1,0,0"
"29,36,45,139,14,2,5,12,4,19,1,0,0,1"
"66,119,94,131,9,2,15,3,0,14,1,0,1,0"
"﻿28,90,144,92,1,2,9,15,20,7,0,1,0,1"
"24,139,98,75,13,1,17,5,12,7,1,0,0,1"
"78,73,41,60,49,1,6,14,0,8,1,0,1,1"
"133,86,26,124,8,2,12,5,8,18,0,0,0,0"
"84,33,13,149,20,1,20,8,16,10,1,1,1,0"
"124,101,103,44,49,2,0,6,11,10,0,1,0,0"
"19,81,137,112,2,2,11,0,1,20,1,0,0,1"
"20,136,87,41,18,0,19,17,17,1,1,1,1,1"
"48,82,12,55,38,0,16,11,13,4,0,0,0,0"
"35,75,83,98,15,1,16,7,15,5,1,1,0,1"
"35,55,11,22,0,1,19,8,1,15,1,0,1,1"
"136,116,137,94,38,0,3,6,10,4,1,1,0,1"
"97,120,143,8,8,1,3,20,2,5,1,0,0,0"
"129,105,15,42,27,0,13,12,12,2,0,1,0,0"
"99,125,55,1,34,1,18,9,14,20,1,1,1,0"
"106,139,128,128,23,0,8,5,11,17,0,1,0,0"
"16,53,63,16,20,1,20,3,4,13,0,1,0,0"
"29,25,93,129,7,2,10,17,4,9,1,0,1,1"
"35,35,102,140,6,1,8,17,13,2,0,1,1,0"
"5,145,122,133,46,2,12,9,15,3,0,1,0,0"
"130,17,136,93,47,2,5,0,8,13,1,0,0,1"
"100,106,89,48,10,0,19,16,7,7,0,0,1,0"
"92,38,32,82,40,0,16,7,8,19,1,1,1,0"
"75,124,89,27,4,2,11,5,17,5,1,1,0,0"
"139,70,25,2,33,0,13,18,7,15,0,1,0,0"
"96,6,101,82,40,2,11,14,8,1,1,0,1,1"
"117,102,114,56,18,1,5,2,6,11,1,0,0,1"
"108,136,114,28,35,1,13,8,9,11,1,1,1,0"
"26,90,41,138,42,2,0,11,9,5,0,0,0,0"
"117,82,105,107,40,1,8,14,4,6,1,0,1,0"
"59,41,90,92,34,0,14,7,13,5,0,0,0,1"
"54,40,38,106,48,2,17,16,18,5,0,1,0,1"
"98,68,12,91,46,2,15,11,11,17,0,0,1,1"
"122,127,4,21,3,2,20,0,17,9,0,1,0,0"
"145,76,9,100,21,1,18,18,18,10,0,1,0,0"
"32,41,20,50,2,1,14,16,5,12,1,0,1,0"
"17,140,12,133,22,1,0,3,17,11,1,0,1,0"
"134,55,130,13,9,1,2,19,20,4,1,0,0,1"
"145,29,99,130,37,1,16,10,15,20,1,1,0,0"
"87,54,140,138,2,1,19,0,0,12,1,0,1,1"
"118,114,30,36,12,1,2,18,2,10,0,0,1,1"
"100,113,95,73,8,0,19,0,4,8,1,0,1,0"
"45,145,45,145,33,1,1,19,5,13,0,0,0,0"
"147,3,133,107,50,2,2,16,5,13,1,1,0,0"
"20,43,45,143,42,0,11,3,2,13,1,1,0,1"
"45,36,78,8,22,0,14,3,1,14,0,0,0,0"
"43,22,134,1,14,1,5,8,20,7,0,1,0,0"
"138,147,115,73,44,0,15,14,11,5,1,0,0,0"
"44,52,121,46,27,2,1,0,2,19,1,0,0,1"
"124,4,21,14,13,2,3,9,6,13,0,1,0,1"
"﻿2,104,103,139,24,0,1,5,7,15,1,1,0,1"
"75,35,120,48,13,0,7,19,3,5,1,1,0,0"
"73,20,57,69,49,1,17,13,18,19,1,1,1,0"
"11,15,14,40,44,2,7,19,12,16,0,0,0,0"
"10,47,16,33,6,2,0,17,14,16,1,1,1,0"
"74,53,98,73,30,0,1,0,20,20,0,0,0,0"
"133,100,13,2,4,2,15,9,14,0,0,1,0,0"
"21,77,45,74,26,2,5,17,19,4,1,0,0,1"
"132,123,58,121,48,0,19,18,6,1,1,0,1,1"
"111,16,92,148,35,0,8,10,10,18,0,0,0,0"
"136,147,140,119,42,2,11,5,12,2,1,0,1,1"
"63,84,48,60,9,1,13,10,17,12,0,1,0,1"
"88,93,128,103,18,0,5,15,13,14,1,0,0,0"
"42,12,67,113,28,0,0,17,4,1,0,0,0,0"
"118,30,102,33,2,0,9,20,16,15,0,1,0,0"
"51,17,38,123,37,2,1,9,16,2,0,1,0,1"
"4,103,1,0,29,0,0,19,7,13,0,1,1,1"
"34,94,38,136,17,0,1,15,13,7,0,0,1,1"
"31,111,109,88,11,1,10,6,0,11,0,0,1,0"
"6,43,29,122,4,2,9,5,15,15,0,0,0,0"
"127,75,124,54,10,0,14,14,3,2,1,1,0,0"
"26,77,123,82,13,2,10,3,15,0,1,0,1,1"
"18,72,50,54,28,2,19,6,6,12,0,0,0,0"
"25,119,103,42,1,0,16,10,14,9,1,0,1,0"
"73,131,111,29,5,0,2,20,18,0,0,0,1,1"
"105,53,40,146,16,1,17,7,18,1,0,1,0,0"
"19,6,31,19,6,1,18,17,5,10,1,1,0,0"
"145,78,56,15,42,2,14,16,18,4,0,1,1,0"
"137,88,16,142,12,2,20,8,1,0,1,0,0,1"
"81,127,25,24,39,0,8,20,20,2,0,1,1,1"
"25,86,105,109,50,1,6,13,4,5,1,0,0,0"
"18,26,4,55,22,0,6,15,12,11,0,1,1,1"
"94,96,75,6,48,2,10,6,20,17,1,1,1,0"
"137,14,19,89,33,1,14,11,14,7,0,0,1,1"
"34,148,48,107,45,0,16,8,11,7,1,0,1,0"
"96,11,15,112,45,0,3,5,8,15,0,1,1,1"
"59,123,13,5,8,0,6,10,3,10,1,0,1,1"
"147,52,16,6,28,0,2,13,8,13,0,0,1,0"
"148,99,94,58,37,1,3,7,6,12,1,0,0,1"
"7,28,82,56,18,1,16,6,12,8,1,1,0,0"
"83,1,132,146,5,2,9,16,12,2,0,0,1,0"
"130,92,104,55,34,2,13,17,6,20,1,1,0,0"
"118,21,88,123,45,0,20,20,20,18,1,0,0,0"
"133,148,19,115,12,1,18,20,18,10,1,1,0,1"
"27,99,44,97,7,0,4,20,5,9,0,1,0,1"
"101,110,36,60,7,0,14,4,13,6,0,1,1,0"
"104,38,0,129,39,0,11,13,7,2,1,0,1,1"
"57,45,45,95,25,0,17,3,17,19,1,0,1,0"
"35,77,50,60,0,2,7,18,2,16,1,1,1,0"
"0,124,22,77,2,2,20,4,18,15,1,0,1,1"
"﻿137,144,135,21,6,0,15,18,6,15,1,1,1,0"
"117,66,105,11,48,1,13,8,19,6,1,0,1,1"
"60,20,23,52,42,2,18,17,2,6,1,1,0,0"
"77,30,116,10,23,1,4,13,16,19,1,0,1,0"
"144,95,0,11,1,2,12,13,2,0,0,1,1,0"
"98,129,42,132,35,0,2,2,11,0,1,1,1,0"
"111,62,102,19,22,1,13,6,15,13,0,1,1,1"
"95,56,93,93,30,2,9,19,8,3,1,1,1,0"
"109,54,13,69,44,2,10,7,8,6,0,1,0,0"
"64,38,70,44,49,0,4,9,20,17,0,1,0,1"
"106,117,94,117,4,1,11,8,15,8,1,1,0,0"
"13,118,149,81,40,1,18,11,4,2,0,0,0,0"
"20,61,145,4,41,2,4,15,11,0,0,0,0,1"
"77,20,143,116,25,1,2,1,9,16,1,1,1,0"
"104,79,66,120,14,0,11,7,11,17,0,1,0,1"
"102,142,22,54,40,2,19,2,4,8,0,1,0,0"
"142,108,117,142,21,0,11,4,6,20,1,0,0,1"
"74,24,99,18,9,1,10,2,4,19,1,1,0,0"
"44,51,14,89,1,1,1,15,3,14,0,0,0,1"
"115,51,141,108,41,1,9,19,16,9,0,1,0,0"
"49,96,34,61,11,0,12,20,0,14,0,1,0,0"
"132,75,73,69,37,1,10,7,0,2,1,0,1,0"
"23,66,127,29,40,0,3,13,11,10,0,0,1,1"
"91,13,35,136,11,1,14,13,7,20,1,1,1,0"
"118,136,69,123,50,0,7,1,10,11,0,0,1,0"
"30,101,147,95,15,0,5,3,8,0,1,1,1,0"
"82,7,102,82,20,0,3,2,6,15,0,0,0,0"
"107,90,58,4,17,1,11,7,19,4,1,1,0,0"
"70,86,30,91,5,1,1,12,17,14,1,1,1,0"
"37,85,45,143,44,1,17,16,9,3,1,0,1,0"
"45,35,111,12,36,1,9,8,10,0,1,1,1,1"
"116,108,85,51,35,0,2,9,15,14,1,1,0,0"
"143,123,109,144,29,0,8,16,5,11,0,0,1,0"
"134,124,0,60,13,0,18,0,13,16,1,0,0,0"
"50,130,95,89,13,1,16,1,0,8,0,1,0,1"
"105,21,67,81,19,0,18,1,6,19,1,1,0,1"
"20,114,82,95,24,0,7,15,20,8,0,1,1,0"
"10,83,34,25,10,1,3,1,11,3,1,1,1,0"
"48,134,135,118,4,1,9,6,20,10,0,0,1,1"
"63,105,102,121,13,0,11,6,17,3,0,0,1,0"
"121,119,45,82,30,1,5,16,6,0,1,1,0,1"
"112,64,72,119,3,0,4,2,11,9,1,0,0,1"
"102,140,85,94,40,0,15,20,10,18,1,0,0,1"
"44,149,104,75,8,0,18,14,8,10,0,0,0,0"
"149,137,122,106,48,2,5,16,1,2,0,0,0,1"
"4,16,143,0,8,0,8,20,17,8,0,1,0,1"
"112,57,38,106,27,1,10,8,7,9,0,1,1,0"
"129,147,134,14,36,0,9,17,16,15,1,0,0,0"
"110,5,3,4,1,1,14,16,19,5,0,0,1,1"
"26,2,79,97,7,1,20,16,2,9,0,1,1,1"
"﻿121,4,47,88,1,0,14,2,11,6,0,0,0,1"
"34,125,70,113,3,1,13,9,2,18,1,0,1,0"
"18,115,23,138,28,2,8,14,3,14,1,1,0,0"
"40,30,84,106,30,1,1,16,2,16,1,0,0,0"
"32,41,22,100,4,0,18,19,5,12,1,0,0,1"
"146,147,80,86,3,2,17,1,14,0,0,1,1,0"
"30,102,103,131,5,1,11,20,12,3,0,0,1,1"
"108,111,13,147,36,0,16,15,7,13,0,0,1,0"
"102,141,80,77,50,1,19,10,13,5,1,0,0,1"
"142,128,0,76,27,0,17,8,15,15,0,1,1,1"
"16,99,5,44,48,1,19,5,2,5,0,1,0,1"
"104,142,150,50,20,2,4,6,3,12,0,0,0,1"
"80,16,150,123,12,1,8,10,18,11,1,1,0,0"
"120,92,127,98,15,0,2,7,0,1,1,1,0,0"
"36,27,71,46,13,2,13,7,20,0,0,1,0,0"
"137,49,51,38,14,1,13,20,1,9,1,0,0,0"
"97,7,21,86,47,1,5,5,8,12,0,0,0,1"
"113,125,139,13,39,2,12,11,20,5,1,0,0,1"
"117,144,20,16,29,1,3,10,7,2,0,1,0,1"
"74,82,81,127,50,2,16,11,1,5,0,1,1,0"
"3,86,147,36,39,1,9,18,19,17,0,1,1,1"
"35,0,96,95,26,1,5,3,12,17,1,1,0,1"
"123,80,124,13,43,2,19,4,4,10,1,0,0,0"
"116,60,2,113,26,1,5,5,4,9,0,1,1,1"
"17,9,130,22,36,2,18,10,3,6,0,1,0,1"
"132,50,119,107,22,1,16,5,0,12,0,1,1,0"
"28,42,98,94,29,0,10,7,3,11,1,0,1,1"
"7,90,33,130,44,0,14,11,5,5,1,1,0,0"
"46,89,12,132,21,0,4,6,12,19,0,1,0,1"
"40,11,137,105,36,2,1,10,1,8,1,1,1,0"
"145,89,136,58,9,1,5,20,18,15,1,1,1,1"
"98,25,144,94,45,0,13,10,11,4,1,0,1,0"
"105,95,13,63,24,0,18,4,7,2,0,0,1,0"
"35,30,33,113,23,1,4,17,7,19,0,1,1,1"
"147,106,67,145,11,1,17,8,16,11,0,1,0,0"
"114,25,72,82,17,2,20,18,0,20,0,1,1,1"
"86,10,87,49,7,2,0,11,0,5,1,0,1,0"
"115,117,66,63,14,0,16,9,11,15,1,0,1,1"
"146,32,80,92,1,2,15,8,19,6,1,1,1,0"
"133,70,62,74,31,0,9,0,6,1,0,0,1,0"
"60,29,96,6,7,1,10,16,11,18,0,1,1,1"
"36,17,65,36,4,1,10,0,1,2,0,1,0,0"
"18,69,135,91,24,1,10,10,3,2,1,1,1,1"
"87,40,34,84,30,1,2,13,8,16,0,0,0,0"
"144,32,138,42,43,2,3,12,6,5,1,1,1,0"
"138,131,4,95,35,0,13,6,10,7,0,0,0,0"
"65,97,106,103,7,0,14,4,13,2,1,1,1,1"
"86,35,41,53,22,0,12,6,7,13,1,0,0,1"
"58,147,14,56,12,0,19,4,1,10,1,0,0,0"
"10,122,90,122,16,0,19,12,0,10,1,1,0,1"
"﻿78,9,104,90,33,2,10,3,3,0,0,0,0,0"
"108,42,46,26,21,0,7,6,4,6,0,1,0,1"
"9,21,106,19,5,1,17,5,15,6,1,0,0,1"
"26,122,132,65,14,1,4,4,15,15,1,1,0,1"
"96,138,138,40,46,2,8,10,8,10,1,1,0,0"
"15,4,63,119,23,2,0,8,0,15,1,1,0,1"
"36,49,82,139,22,2,17,15,17,0,1,0,1,0"
"112,132,144,67,47,2,15,8,4,11,1,1,1,0"
"17,14,62,41,36,1,11,15,2,6,1,0,1,0"
"26,7,86,8,3,1,8,2,17,9,0,1,1,0"
"54,144,150,24,45,1,4,20,17,18,1,0,1,1"
"106,149,124,133,17,2,7,16,4,4,0,0,0,1"
"111,110,42,73,46,0,16,19,16,7,1,1,0,1"
"103,84,70,93,19,0,16,4,7,12,0,0,1,1"
"18,149,53,10,10,1,11,9,2,20,0,1,1,0"
"39,70,67,44,46,0,19,1,9,8,0,1,1,0"
"22,18,96,113,6,0,7,6,13,7,1,0,1,1"
"5,87,38,6,50,1,13,15,17,16,1,0,0,0"
"81,65,93,139,15,0,14,8,16,13,1,1,0,1"
"37,93,75,95,0,2,12,15,16,3,1,1,0,1"
"36,111,139,19,43,1,17,1,2,5,0,1,1,1"
"45,5,91,60,5,0,1,19,5,13,0,1,1,0"
"149,110,19,67,31,2,11,15,0,10,0,1,0,1"
"37,57,111,113,34,1,6,6,3,17,0,0,0,1"
"3,35,134,31,44,0,18,17,2,8,1,1,1,0"
"77,121,120,91,18,1,9,16,1,17,0,1,0,1"
"33,98,43,126,27,0,15,17,4,20,0,1,1,1"
"105,1,77,105,28,2,3,7,19,2,0,1,1,0"
"104,48,92,40,42,0,1,8,13,2,1,1,1,1"
"95,74,60,140,24,1,12,7,13,11,1,0,1,0"
"9,135,56,35,13,0,1,14,4,6,1,1,0,1"
"140,5,37,17,25,2,12,9,2,9,0,1,0,1"
"114,77,29,142,36,1,6,9,10,9,0,1,1,0"
"7,146,22,133,31,1,14,13,11,2,1,0,1,1"
"53,8,71,111,1,0,6,5,16,8,1,1,0,1"
"42,108,74,98,25,2,15,14,9,19,0,0,1,1"
"115,109,17,29,41,0,18,6,12,16,0,0,1,1"
"44,47,71,61,9,1,2,11,14,4,1,0,0,0"
"142,18,114,134,28,0,20,16,12,15,0,1,1,0"
"38,58,37,67,6,2,19,4,2,7,0,0,0,1"
"74,90,126,35,16,0,2,18,14,17,1,1,1,1"
"74,80,134,136,47,0,5,16,11,4,1,1,0,0"
"117,72,78,50,20,2,16,18,8,17,1,1,1,1"
"72,126,143,126,13,0,11,19,11,2,0,0,0,1"
"29,59,15,19,12,0,7,16,10,13,0,0,1,0"
"18,6,16,18,31,1,12,7,4,10,1,0,0,0"
"115,120,65,2,28,2,16,7,19,10,1,0,1,0"
"35,92,44,2,15,1,6,3,9,10,0,1,1,0"
"40,117,69,127,32,0,10,0,4,4,1,1,1,0"
"42,65,14,38,34,2,17,16,18,13,0,0,0,1"
"﻿75,106,145,96,1,1,12,15,0,18,1,1,0,0"
"118,41,59,121,13,2,14,4,4,15,1,1,0,0"
"6,22,142,19,33,0,4,8,15,19,0,1,0,1"
"116,139,68,8,5,1,2,5,9,7,0,1,1,0"
"33,88,48,24,6,2,7,10,9,6,1,1,1,1"
"60,144,4,41,44,0,1,11,10,0,1,1,1,0"
"29,61,143,139,32,0,3,7,17,15,0,1,1,0"
"141,80,13,82,20,0,2,7,1,12,1,1,0,0"
"36,12,1,70,21,1,17,19,4,1,1,0,1,1"
"51,35,115,122,46,1,10,9,10,13,1,0,1,1"
"122,0,5,129,31,1,15,16,4,13,1,0,0,1"
"72,79,100,44,8,2,6,14,6,17,1,1,0,1"
"143,91,73,68,22,0,19,0,9,5,1,0,1,0"
"82,24,77,122,48,0,19,14,1,2,1,0,1,1"
"142,139,105,18,26,1,13,0,6,9,1,1,0,0"
"119,23,128,126,49,1,9,0,8,2,1,0,1,1"
"44,124,18,125,48,0,6,0,7,11,1,1,1,1"
"102,123,138,87,22,1,3,9,5,3,1,1,0,1"
"8,115,117,53,13,1,8,20,1,16,0,1,1,1"
"142,33,110,122,47,0,17,8,12,1,0,1,1,1"
"117,132,48,140,10,1,10,3,3,6,0,1,1,1"
"31,97,66,124,26,2,13,19,8,0,1,1,1,1"
"102,145,73,76,38,2,19,5,6,4,0,0,0,1"
"121,68,59,31,45,1,15,0,11,9,0,0,1,1"
"128,28,24,111,10,2,18,1,19,11,0,1,0,1"
"131,124,99,1,10,2,5,17,14,13,1,1,0,1"
"42,94,131,111,1,1,17,12,15,7,0,0,1,1"
"0,41,80,96,41,0,19,2,17,9,1,0,1,1"
"6,41,72,50,45,1,3,6,1,20,0,0,0,0"
"14,142,37,22,24,2,16,1,14,5,0,1,1,1"
"39,148,113,102,11,1,3,8,6,17,0,1,0,1"
"35,44,141,123,26,1,12,13,12,17,1,1,1,1"
"129,72,27,61,39,1,14,1,7,20,1,1,1,0"
"102,104,101,6,8,1,8,18,5,0,1,1,0,1"
"124,76,138,12,22,0,11,4,0,6,0,0,0,1"
"100,67,55,139,40,0,16,1,13,2,1,1,0,0"
"1,119,46,64,37,1,19,8,12,0,0,1,1,1"
"74,139,52,74,20,0,20,6,5,2,0,1,1,0"
"5,64,96,53,26,2,13,12,16,15,1,0,1,1"
"73,58,139,14,11,2,18,17,7,8,0,1,0,1"
"14,35,75,33,49,2,12,0,9,7,0,0,0,0"
"125,69,13,7,2,0,19,18,7,14,0,1,1,0"
"45,102,60,8,34,1,0,18,17,0,1,1,1,1"
"34,49,141,25,25,2,2,1,9,2,1,0,0,1"
"34,42,35,81,17,2,13,15,9,16,1,1,0,1"
"51,66,95,80,19,0,9,14,1,1,1,0,1,1"
"13,111,23,66,2,0,11,17,1,13,1,0,0,1"
"61,24,43,72,24,1,12,9,13,20,1,1,0,0"
"0,129,34,143,32,2,14,12,8,14,1,1,0,0"
"117,142,111,135,43,2,19,13,19,10,0,0,0,0"
"﻿23,61,85,121,18,0,4,19,1,17,1,1,0,0"
"137,41,26,123,27,0,1,3,16,12,1,0,0,0"
"7,5,72,35,31,0,16,15,8,12,0,0,0,0"
"22,104,57,49,50,1,4,17,0,9,1,1,0,0"
"72,39,134,31,34,0,5,7,7,4,0,1,0,0"
"78,111,129,131,18,0,13,7,0,0,0,0,0,1"
"79,86,138,37,19,2,4,4,5,20,1,0,1,0"
"149,116,30,89,34,2,18,0,6,0,1,1,1,0"
"86,116,11,83,43,0,3,10,16,7,0,1,0,0"
"50,56,136,78,41,1,7,17,4,12,1,1,1,0"
"109,98,86,31,40,2,12,15,19,20,0,1,1,1"
"127,119,45,16,39,1,13,13,7,2,1,0,1,1"
"28,134,134,149,8,1,15,0,3,20,0,1,0,1"
"114,22,22,28,6,0,20,17,11,14,0,1,1,1"
"59,129,43,82,5,0,3,17,11,4,0,0,0,0"
"40,125,129,111,30,0,17,15,11,20,0,0,0,0"
"37,70,136,45,38,2,20,13,6,18,0,0,0,0"
"57,10,107,42,8,0,8,1,12,9,1,0,1,0"
"41,109,66,30,43,1,1,7,0,5,0,0,1,1"
"120,35,1,51,38,1,5,17,7,16,1,0,0,1"
"118,69,97,32,47,2,17,8,6,5,1,1,0,0"
"43,5,15,20,13,1,8,15,7,0,1,0,0,0"
"86,126,71,22,47,2,8,1,14,0,0,1,1,0"
"22,93,113,63,49,1,12,2,6,15,0,0,0,0"
"27,104,121,66,38,0,6,16,20,18,0,1,1,1"
"139,21,14,109,49,2,15,5,11,14,1,1,1,0"
"55,148,45,59,27,2,12,2,15,12,1,0,1,1"
"118,49,35,53,39,2,6,17,7,6,0,1,1,0"
"142,65,25,60,30,1,16,7,2,7,0,1,1,1"
"49,51,62,99,5,1,12,15,13,5,1,1,0,0"
"107,29,86,36,8,2,0,0,20,5,1,0,1,0"
"6,55,9,130,26,1,7,0,16,2,1,1,1,1"
"98,12,78,132,16,2,7,1,16,16,1,1,1,1"
"3,91,11,132,35,1,0,20,1,14,0,1,0,1"
"139,77,117,124,31,0,3,13,2,11,0,0,0,0"
"73,96,94,78,22,0,3,7,16,3,1,1,1,0"
"94,134,21,79,30,2,1,7,13,17,1,1,0,0"
"45,60,148,66,47,0,16,9,2,2,0,1,0,1"
"114,40,97,88,35,1,14,3,19,7,0,0,0,0"
"115,12,40,143,44,1,9,5,14,20,1,1,1,0"
"9,18,115,75,12,2,2,7,8,9,0,1,0,1"
"73,130,92,57,29,1,8,17,5,9,0,1,0,0"
"138,131,66,131,34,1,16,13,20,10,0,1,0,0"
"126,1,96,131,47,1,17,6,17,8,0,1,0,1"
"79,52,79,36,41,1,13,14,12,11,1,0,0,0"
"12,63,36,131,30,0,11,2,17,14,0,1,0,1"
"142,126,50,1,49,1,15,14,8,14,0,0,1,0"
"147,99,129,64,38,1,1,17,16,18,0,0,1,0"
"64,2,3,36,25,1,14,3,9,7,1,1,0,1"
"142,33,109,146,47,2,4,2,10,14,1,1,1,1"
"﻿58,16,95,111,0,1,4,16,17,19,0,1,1,1"
"128,94,25,61,20,1,7,9,15,5,1,1,0,1"
"146,84,120,40,47,0,10,5,2,3,1,0,0,1"
"31,53,63,136,12,1,12,10,5,4,1,1,0,1"
"144,135,122,120,13,1,1,7,20,20,1,1,1,1"
"108,135,66,26,6,0,2,2,6,10,1,0,1,0"
"93,43,52,66,27,0,18,4,2,11,1,1,1,1"
"7,10,36,137,41,1,15,15,15,1,0,1,1,1"
"104,135,85,107,3,1,4,10,7,17,1,1,0,0"
"46,96,27,130,7,2,11,17,3,6,1,0,1,0"
"134,51,140,17,0,0,14,9,16,0,1,1,0,1"
"95,142,133,20,27,0,16,13,0,13,0,1,0,0"
"66,127,144,119,19,2,3,13,20,17,1,0,0,0"
"91,93,89,42,13,1,15,9,11,8,1,0,0,1"
"120,41,104,34,23,0,18,5,3,11,1,1,0,0"
"108,140,145,140,50,1,6,17,5,5,0,1,1,0"
"1,29,138,54,26,0,13,12,15,17,0,1,1,1"
"59,0,12,4,3,1,16,11,5,11,0,1,0,1"
"115,39,106,58,48,0,8,16,2,16,0,1,1,0"
"92,24,76,71,30,0,8,2,3,16,0,0,1,0"
"77,52,103,11,11,0,18,3,1,20,1,0,0,1"
"66,135,54,109,25,2,20,7,6,16,1,0,1,1"
"108,58,103,96,26,0,10,18,6,3,1,1,1,0"
"136,30,22,73,39,2,20,14,12,13,1,0,1,1"
"77,20,40,77,18,0,3,17,10,20,1,1,0,1"
"97,78,148,46,28,1,2,11,18,10,0,1,0,0"
"111,111,6,108,34,0,20,20,0,4,1,1,0,0"
"61,92,55,101,43,0,13,18,0,13,0,1,0,0"
"112,17,55,30,30,0,1,19,19,7,1,1,0,0"
"53,146,21,76,25,0,19,12,14,3,1,1,0,1"
"21,67,122,135,31,1,11,5,7,15,1,0,1,1"
"46,24,12,144,0,2,14,20,5,11,1,1,0,1"
"140,45,29,18,8,0,16,10,4,1,1,0,0,1"
"131,102,128,123,30,2,12,17,5,14,0,0,0,0"
"45,133,84,25,16,0,9,6,20,7,0,1,0,1"
"48,131,114,69,9,1,0,8,17,12,0,1,1,0"
"100,19,117,120,18,1,18,0,5,3,1,0,1,0"
"46,13,27,81,14,1,16,4,18,9,0,0,0,0"
"117,81,25,0,22,1,10,8,8,20,0,1,0,0"
"140,141,122,141,25,2,4,13,6,15,0,1,1,1"
"94,90,58,127,37,1,1,10,16,18,1,1,1,1"
"50,92,89,115,43,0,20,1,7,3,0,1,1,1"
"100,37,35,126,43,2,15,11,2,0,0,0,1,1"
"15,84,34,131,38,0,5,5,0,3,0,0,1,0"
"91,0,74,144,2,1,2,3,0,19,0,0,1,0"
"97,146,42,36,4,2,5,14,1,19,0,0,0,1"
"104,36,7,4,31,0,1,13,12,19,0,1,1,0"
"52,19,28,89,7,2,17,6,16,19,1,0,0,0"
"12,19,72,26,22,2,0,9,2,5,1,0,1,1"
"72,9,104,144,20,1,2,6,18,15,0,0,1,0"
"﻿85,64,53,80,1,1,19,11,0,0,1,1,1,0"
"38,66,51,147,26,1,1,8,8,4,0,1,0,0"
"87,118,91,138,32,2,9,20,3,0,1,1,0,1"
"132,91,21,95,27,0,15,14,18,13,1,1,1,0"
"18,14,15,56,46,1,13,12,18,8,1,1,0,1"
"134,13,101,8,44,0,7,17,20,3,0,0,1,1"
"113,47,9,19,27,0,3,14,6,15,0,0,1,0"
"82,86,47,56,29,2,1,15,16,11,1,0,0,0"
"71,140,80,129,41,1,0,15,9,4,1,1,0,0"
"123,14,131,131,5,2,10,15,2,20,0,0,0,0"
"92,101,119,57,7,0,9,1,6,10,0,0,1,0"
"72,3,76,79,2,2,12,11,16,2,1,1,0,1"
"17,21,60,11,19,1,2,16,1,6,1,0,1,1"
"122,126,107,97,44,0,17,13,1,11,0,0,1,0"
"5,11,120,130,16,2,9,18,6,9,1,0,1,0"
"84,3,117,106,29,2,11,11,19,5,0,0,1,0"
